koi_disposition,koi_pdisposition,koi_score,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_insol,koi_model_snr
CONFIRMED,CANDIDATE,0.997,27.9541337,178.73791,0.063,3.95,9.43E+02,1.9,6.04,25.4
CONFIRMED,CANDIDATE,0.415,12.69104387,137.12594,0.008,3.7727,2.52E+02,2.57,244.3,60.2
FALSE POSITIVE,FALSE POSITIVE,0.228,4.409409243,171.89433,0.028,3.8636,1.29E+04,10.95,347.06,85.8
CONFIRMED,CANDIDATE,1,16.23947096,175.569907,0.043,4.0374,2.59E+03,4.14,30.14,123.8
CONFIRMED,CANDIDATE,1,6.308201629,174.047661,0.03,2.9785,1.33E+03,2.96,106.44,86.2
CONFIRMED,CANDIDATE,1,2.052349884,169.890622,0.437,2.0778,1.43E+04,13.12,1183.18,1072.1
CONFIRMED,CANDIDATE,1,9.7704486,175.71372,0.09,2.4517,1.90E+03,2.23,10.59,58
CONFIRMED,CANDIDATE,1,5.169804269,172.63153,0.351,2.153,1.04E+03,1.66,24.75,41.4
CONFIRMED,CANDIDATE,1,21.22261195,137.57403,0.02,6.5093,3.66E+02,2.48,83.56,114.9
CONFIRMED,CANDIDATE,1,20.09017037,147.97788,0.886,4.154,1.43E+03,2.25,4.05,36.9
CONFIRMED,CANDIDATE,0.999,7.11373257,174.32351,0.334,2.1764,8.08E+02,1.16,8.01,44.4
CONFIRMED,CANDIDATE,0.999,3.306551643,134.37211,0.001,1.8177,5.09E+02,0.91,22.19,37.8
CONFIRMED,CANDIDATE,0.998,15.36845737,147.38965,0.115,2.4714,7.56E+02,1.11,2.86,30.9
CANDIDATE,CANDIDATE,1,13.81020318,172.33533,0.791,3.048,1.31E+03,4.56,113.75,46.2
CONFIRMED,CANDIDATE,1,4.093578461,171.00954,0.93,2.5833,5.39E+02,2.85,461.07,36.4
CONFIRMED,CANDIDATE,0.999,105.145959,178.367,0.964,8.593,6.85E+02,3.43,6.09,15.4
CONFIRMED,CANDIDATE,1,10.8484518,171.80584,0.21,2.9993,1.68E+03,2.34,14.66,64.5
CONFIRMED,CANDIDATE,1,6.66833241,137.43988,0.644,1.915,3.62E+02,1.18,28.06,14.2
CONFIRMED,CANDIDATE,0.997,4.082274889,169.6375652,0.093,3.23015,1.79E+04,10.55,251.48,1669.1
CANDIDATE,CANDIDATE,1,3.886655224,169.73814,0.649,3.1646,5.82E+02,1.87,246.29,48.1
CONFIRMED,CANDIDATE,1,42.1406089,139.0604,0.045,5.083,8.96E+02,1.85,3.49,21.6
CONFIRMED,CANDIDATE,1,4.617490562,135.04909,0.649,2.2618,5.76E+02,1.62,66.47,28.1
CONFIRMED,CANDIDATE,0.996,10.19849255,137.92067,0.714,2.4283,6.34E+02,1.75,23.11,21.4
FALSE POSITIVE,FALSE POSITIVE,0,5.795063956,172.697467,0.949,3.2496,1.69E+03,4.33,192.74,119.4
CONFIRMED,CANDIDATE,1,7.15681552,174.13511,0.45,2.5882,8.67E+02,2.47,88.23,47.7
CONFIRMED,CANDIDATE,1,17.64830851,133.54533,0.653,2.0873,7.63E+02,2.43,26.49,23.8
CONFIRMED,CANDIDATE,0.957,4.14810719,133.3881,0.093,2.535,1.75E+02,1.08,182.76,12.9
CONFIRMED,CANDIDATE,1,16.51410989,176.11686,0.395,4.1575,9.74E+02,2.72,43.57,55.9
CONFIRMED,CANDIDATE,1,30.1329298,190.38336,0.839,5.172,1.02E+03,3.14,19.55,44.8
CONFIRMED,CANDIDATE,1,4.79090809,136.31106,0.11,2.603,2.51E+02,1.36,227.24,21.2
CONFIRMED,CANDIDATE,1,31.71981013,142.82083,0.125,4.819,3.63E+02,3.09,71.97,63.1
CONFIRMED,CANDIDATE,1,99.6415962,198.68664,0.028,4.448,9.53E+02,2.64,3.97,22.7
CONFIRMED,CANDIDATE,1,4.708326451,171.446507,0.061,3.16114,7.91E+03,10.6,431.02,633.4
FALSE POSITIVE,FALSE POSITIVE,0,16.37198661,172.75926,9.303,3.8449,4.15E+03,540.37,8.71,54.5
CONFIRMED,CANDIDATE,1,5.392026903,171.72707,0.314,2.9804,1.15E+03,2.68,123.33,77.4
CANDIDATE,CANDIDATE,1,2.494170338,170.852848,0.095,1.1221,8.64E+02,2.42,480.19,69.2
CONFIRMED,CANDIDATE,1,6.491682808,174.633553,0.535,4.301,7.16E+03,9.66,301.54,502.3
FALSE POSITIVE,FALSE POSITIVE,0,3.044770796,172.01916,1.252,10.0134,1.70E+03,24.54,317.36,203.5
CONFIRMED,CANDIDATE,0.999,3.855603916,170.6787843,0.348,3.2179,1.67E+04,13.61,508.65,1173.9
FALSE POSITIVE,FALSE POSITIVE,0,3.855599139,170.67957,0.864,3.183,1.03E+03,3.57,425.74,90.1
CONFIRMED,FALSE POSITIVE,0.92,38.47876629,151.852812,0.003,5.04169,2.35E+04,13.26,13.01,1077.8
FALSE POSITIVE,FALSE POSITIVE,0,37.60166128,194.713383,0.408,8.30604,5.91E+04,27.22,31.86,1667.3
CONFIRMED,CANDIDATE,1,3.314947362,171.313058,0.799,1.8007,1.40E+03,3.94,421.03,123.5
FALSE POSITIVE,FALSE POSITIVE,0,6.71969089,173.35776,0.985,3.0231,9.70E+02,4.37,194.18,45.4
CONFIRMED,CANDIDATE,0.996,39.6431552,206.596798,0.062,6.5292,1.57E+04,10.98,11.74,690.3
FALSE POSITIVE,FALSE POSITIVE,0,51.42598578,173.535933,0.203,16.9422,6.61E+04,29.66,21.4,1843.8
CONFIRMED,CANDIDATE,1,21.80451611,190.49737,0.751,3.4097,1.14E+03,2.6,20.48,49.9
CONFIRMED,CANDIDATE,1,10.28194593,175.33988,0.168,3.4366,1.11E+03,2.53,50.6,55
CONFIRMED,CANDIDATE,1,18.11993039,182.61535,0.206,4.2309,1.51E+03,2.95,23.77,60.7
CONFIRMED,CANDIDATE,1,3.78402867,133.28133,0.691,1.9012,4.26E+02,1.7,191.78,25.6
CONFIRMED,CANDIDATE,1,5.15448142,171.6389,0.933,3.228,6.98E+02,2.94,204.1,48.1
FALSE POSITIVE,FALSE POSITIVE,0,33.80364366,202.259731,0.023,11.4813,1.35E+04,20.7,72.71,529.9
CONFIRMED,CANDIDATE,1,5.743469797,174.898924,0.001,3.4412,1.24E+03,3.13,219.95,79.7
CANDIDATE,CANDIDATE,1,39.4759093,173.31207,0.938,2.968,1.01E+03,4.06,26.13,26.6
FALSE POSITIVE,FALSE POSITIVE,0,19.97448524,171.6300909,0.886,4.23479,4.03E+04,26.56,56.84,1398.8
CONFIRMED,CANDIDATE,1,3.166353562,170.966145,0.032,3.3129,1.47E+03,3.82,621.92,128.3
FALSE POSITIVE,FALSE POSITIVE,0,23.89963441,188.982797,1.245,3.81881,2.10E+04,44.04,42.8,547.8
CONFIRMED,CANDIDATE,1,3.388012244,170.5336,0.433,2.6849,2.80E+02,2.11,705.93,30.6
CONFIRMED,CANDIDATE,1,5.83909761,132.09261,0.341,3.1915,2.74E+02,2.06,341.48,25.2
CONFIRMED,CANDIDATE,1,1.620467654,132.06388,0.271,2.1888,1.60E+02,1.57,1893.42,22.7
CONFIRMED,CANDIDATE,1,10.6816951,131.55082,0.646,3.605,3.08E+02,2.3,152.75,21.9
CONFIRMED,CANDIDATE,1,6.104849417,169.573477,0.041,4.6912,2.09E+03,3.18,89.25,293.7
CONFIRMED,CANDIDATE,0.999,3.578780566,134.0304187,0.079,2.91089,1.14E+04,10.43,406.6,1838.4
FALSE POSITIVE,FALSE POSITIVE,0,3.187067566,171.64976,1.234,3.119,1.04E+03,23.88,319.76,37.2
CONFIRMED,CANDIDATE,1,5.826657508,173.011411,0.033,2.9183,1.54E+03,4.09,248.57,81.1
CONFIRMED,CANDIDATE,0.998,12.41216347,142.54039,0.021,3.739,6.11E+02,2.58,90.65,25.6
CONFIRMED,CANDIDATE,1,18.74649011,147.13074,0.508,3.895,7.97E+02,3.05,52.38,26.7
CONFIRMED,CANDIDATE,1,20.86021229,180.017757,0.066,5.1937,1.91E+03,5.5,87.76,117
CONFIRMED,CANDIDATE,1,42.63427848,141.16954,0.142,6.1998,1.72E+03,5.22,33.82,78.7
CONFIRMED,CANDIDATE,0.973,87.6476068,134.94222,0.147,8.871,1.01E+03,4,12.94,37.5
CANDIDATE,CANDIDATE,0.975,9.61731426,142.47479,0.331,3.8692,2.34E+02,1.94,246.13,18.2
CONFIRMED,CANDIDATE,0.953,9.467821474,178.415842,0.081,2.4327,2.24E+03,2.13,6.47,124.7
CONFIRMED,CANDIDATE,0.704,0.893040969,134.540342,0.009,1.0981,7.42E+02,1.24,151.14,87.8
CONFIRMED,CANDIDATE,0.996,4.942783419,136.3294353,0.566,3.25346,1.11E+04,10.62,244.42,2040.7
CONFIRMED,CANDIDATE,1,20.83426731,176.58569,0.256,4.0454,9.88E+02,2.74,29.62,45.1
CONFIRMED,CANDIDATE,1,9.94602357,171.70192,0.035,3.3862,9.95E+02,3.12,100.34,51
CONFIRMED,CANDIDATE,0.998,1.04562195,133.91912,0.037,1.8955,2.13E+02,1.45,2031.84,25.3
CONFIRMED,CANDIDATE,0.949,5.71462396,132.63866,0.503,2.336,2.98E+02,1.78,210.16,16.7
FALSE POSITIVE,FALSE POSITIVE,1,102.9641952,158.07473,0.922,15.735,1.90E+03,39,95.4,86.1
CONFIRMED,CANDIDATE,1,8.14515981,140.56811,0.965,5.073,4.47E+02,3.43,287.91,32.2
CONFIRMED,CANDIDATE,1,18.9985279,144.74157,1.3,4.529,4.31E+02,43.17,93.03,16.9
CONFIRMED,CANDIDATE,0.999,4.24439049,137.06643,0.949,3.282,1.74E+02,2.07,686.99,15.1
CANDIDATE,CANDIDATE,1,90.1240507,356.23415,0.698,11.649,3.02E+03,7.12,13.09,57.9
CONFIRMED,CANDIDATE,1,28.5742692,143.8315,0.068,4.9427,8.25E+02,2.32,19.83,97.1
CANDIDATE,CANDIDATE,,856.672115,228.44988,0.1158,23.144,8.58E+02,3.87,0.81,39.2
CANDIDATE,CANDIDATE,1,0.689210173,133.28584,0.154,1.6169,1.95E+02,1.32,3362.71,93.4
CANDIDATE,CANDIDATE,0.965,7.34373964,137.29874,0.185,1.1784,5.74E+02,1.84,117.5,32.2
FALSE POSITIVE,FALSE POSITIVE,,0.445277068,133.52312,1.2962,3.539,1.87E+02,35.74,10177.11,28.9
FALSE POSITIVE,FALSE POSITIVE,0,0.379463865,170.2480164,1.246,0.86896,1.97E+03,59.56,19256.81,458.6
FALSE POSITIVE,FALSE POSITIVE,0,9.88047978,173.608672,1.02,2.78458,1.85E+04,23.6,129.45,534.5
FALSE POSITIVE,FALSE POSITIVE,0,4.6484156,261.09395,0.968,38.1939,1.28E+02,5.06,6152.88,91.7
FALSE POSITIVE,FALSE POSITIVE,0,17.51201477,174.282592,0.994,1.8248,4.51E+03,13.66,98.77,322.3
CANDIDATE,CANDIDATE,0,3.9886021,171.01852,0.06,1.7376,6.74E+02,34.39,23135.72,37.1
CANDIDATE,CANDIDATE,1,0.533059312,171.2274419,1.263,1.8621,1.50E+03,133.56,277887.7,179.6
FALSE POSITIVE,FALSE POSITIVE,0,0.525154153,133.744359,1.226,2.1441,7.48E+02,23.61,4391.51,116.1
FALSE POSITIVE,FALSE POSITIVE,0,1.303861044,134.212059,1.258,4.0541,5.98E+02,27.85,1595.19,140.6
FALSE POSITIVE,FALSE POSITIVE,,0.73452496,133.43108,,6.7,,,,
FALSE POSITIVE,FALSE POSITIVE,0,2.55549176,134.50078,1.228,9.083,1.14E+02,23.35,701.68,24.3
FALSE POSITIVE,FALSE POSITIVE,0,2.947376671,171.522978,2.641,2.0911,4.33E+02,403.59,7903.84,62.3
CONFIRMED,CANDIDATE,1,224.7789355,142.095338,0.652,11.1899,3.49E+03,7.67,2.92,235.7
FALSE POSITIVE,FALSE POSITIVE,0,0.890110752,133.2647,0.216,0.8774,3.22E+02,1.25,838.42,19.6
FALSE POSITIVE,FALSE POSITIVE,0,5.76573396,133.30941,0.708,2.924,2.48E+02,7.47,3518.78,22.2
CONFIRMED,CANDIDATE,1,7.42608123,139.90039,0.097,3.6379,4.43E+02,2.47,273.78,37.5
CONFIRMED,CANDIDATE,0.989,15.9868932,137.5964,0.533,4.158,1.79E+02,1.62,98.51,10.9
FALSE POSITIVE,FALSE POSITIVE,0,0.73094589,133.68876,1.169,4.32,2.50E+02,17.12,3248.17,37.5
CONFIRMED,CANDIDATE,1,18.92537246,149.49558,0.806,3.9835,6.41E+02,13.92,443.58,41
FALSE POSITIVE,FALSE POSITIVE,0,0.933749106,134.31831,0.736,4.256,1.86E+02,3.22,15822.49,136.3
FALSE POSITIVE,FALSE POSITIVE,0,2.037440623,133.59962,0.715,3.442,1.19E+02,1.19,1448.05,27
CANDIDATE,CANDIDATE,,129995.7784,393.59962,0.7127,9.408,1.47E+03,2.99,0,35.7
CONFIRMED,CANDIDATE,0.994,31.5925809,142.9649,0.283,13.566,1.45E+02,1.78,53.09,25.5
CANDIDATE,CANDIDATE,0.997,17.157236,133.68951,0.238,11.284,1.10E+02,1.55,119.87,23.6
CONFIRMED,CANDIDATE,0.998,1.97376085,178.6894194,0.337,1.82542,3.02E+04,8.78,76.1,1252.5
CANDIDATE,CANDIDATE,0.632,13.11896244,261.539434,0.042,4.3045,3.72E+02,8.25,2310.43,267.4
FALSE POSITIVE,FALSE POSITIVE,0,4.618767792,133.386535,0.766,5.9957,4.40E+03,7.48,442.78,270.1
CANDIDATE,CANDIDATE,0,7.82187328,123.49907,0.005,3.8417,4.22E+01,2.78,4601.71,37.2
CANDIDATE,CANDIDATE,0.999,53.5057611,172.98304,0.46,10.5616,1.96E+02,2.52,49.16,71.2
CONFIRMED,CANDIDATE,1,2.785821236,260.83731,0.893,3.5599,6.89E+01,1.69,2388.98,53.6
FALSE POSITIVE,FALSE POSITIVE,0,52.56901867,184.971267,1.197,6.7507,2.69E+04,78.54,69.62,184.3
FALSE POSITIVE,FALSE POSITIVE,0,3.411758679,133.18086,1.213,3.158,5.71E+02,14.71,51.85,35.6
FALSE POSITIVE,FALSE POSITIVE,0,0.525426427,133.187901,0.113,1.0801,3.25E+02,1.45,4349.62,63.6
CONFIRMED,CANDIDATE,1,1.269091415,133.343682,0.412,1.4647,3.41E+02,1.41,740.47,73.5
CONFIRMED,CANDIDATE,1,2.853133997,133.79678,0.698,1.465,2.77E+02,1.36,251.77,39.7
CANDIDATE,CANDIDATE,1,6.79685353,138.11324,0.62,3.1702,3.93E+02,2.01,222.91,29.8
FALSE POSITIVE,FALSE POSITIVE,0,8.667822346,137.341841,1.276,4.9658,2.12E+03,67.37,681.39,187.6
CONFIRMED,CANDIDATE,0.993,1.475323222,131.83272,0.136,2.3155,1.55E+02,5.88,13331.51,27.2
CONFIRMED,CANDIDATE,1,4.15246118,134.57991,0.639,2.5755,2.23E+02,7.62,3354.56,24.5
FALSE POSITIVE,FALSE POSITIVE,,6.7210783,134.7775984,,7.46,,,,
CONFIRMED,CANDIDATE,0.995,8.7348852,135.0818,0.314,4.49,2.71E+02,1.59,148.62,24.8
FALSE POSITIVE,FALSE POSITIVE,0,10.26547688,136.49663,0.69,3.733,4.00E+02,1.81,83.13,20.1
CANDIDATE,CANDIDATE,0.752,13.4471791,132.830555,0.963,3.0454,1.43E+03,5.24,122.34,105.3
FALSE POSITIVE,FALSE POSITIVE,0,3.305577989,180.68154,1.145,2.5903,1.80E+04,25.89,263.55,39.6
FALSE POSITIVE,FALSE POSITIVE,0,4.800653901,134.365782,0.785,9.0419,1.53E+04,16.91,778.45,298
FALSE POSITIVE,FALSE POSITIVE,0,15.06649901,140.654788,1.018,5.9885,3.63E+04,56.44,177.96,154.6
FALSE POSITIVE,FALSE POSITIVE,0,34.82008158,163.015559,0.663,11.1711,1.88E+04,11.36,10.49,882.6
FALSE POSITIVE,FALSE POSITIVE,0,0.651784374,133.111707,1.224,2.0141,2.78E+03,33.65,4500.59,195.2
FALSE POSITIVE,FALSE POSITIVE,1,1.353771892,261.43662,1.203,7.012,1.35E+03,430.99,136609.48,76.7
FALSE POSITIVE,FALSE POSITIVE,0,18.95491633,262.46677,1.228,24.249,8.68E+02,71.39,397.48,249.3
FALSE POSITIVE,FALSE POSITIVE,0,4.348866254,262.72768,1.187,3.2797,6.26E+02,2436.69,401588.95,56.3
FALSE POSITIVE,FALSE POSITIVE,0,47.93094546,179.096467,1.272,2.6897,2.14E+03,68.02,158.41,221.1
FALSE POSITIVE,FALSE POSITIVE,,3.99751422,261.7243,0.0303,3.686,3.28E+01,2.98,5563.95,6.1
FALSE POSITIVE,FALSE POSITIVE,0,1.592633181,133.9243804,0.003,5.5605,6.33E+02,1.56,290.51,66.9
CANDIDATE,CANDIDATE,0,67.5923754,151.75056,0.728,12.249,4.16E+03,12.1,28.2,60.9
CONFIRMED,CANDIDATE,1,17.02902786,143.33395,0.202,4.645,5.69E+02,2.54,76.66,29.8
CONFIRMED,CANDIDATE,0.945,6.84619236,132.17265,0.077,3.529,2.47E+02,1.67,258.41,17.7
CONFIRMED,CANDIDATE,0.765,67.8321638,125.881,0.027,7.358,5.08E+02,2.39,12.14,15.5
CONFIRMED,CANDIDATE,0.815,43.1312147,166.26105,0.67,3.198,4.48E+02,2.39,22.21,11.8
CONFIRMED,CANDIDATE,0.999,1.224866441,133.20824,0.286,1.7086,1.96E+02,1.54,2174.33,21.1
CANDIDATE,CANDIDATE,0.931,37.8102649,158.35799,0.061,8.733,5.70E+02,2.33,24.27,35.2
CONFIRMED,CANDIDATE,1,25.93406406,149.76273,0.014,4.6142,4.15E+02,2.48,55.1,42.2
CONFIRMED,CANDIDATE,0.912,83.4463485,158.68061,0.058,6.536,5.03E+02,2.73,11.59,36.1
FALSE POSITIVE,FALSE POSITIVE,0,7.04710032,139.79737,1.195,2.926,4.01E+02,25.2,223.84,24
CONFIRMED,CANDIDATE,0.989,12.99204853,136.32016,0.091,6.0175,2.71E+02,2.03,132.94,38.7
FALSE POSITIVE,FALSE POSITIVE,0,11.11620211,133.100575,0.937,4.211,4.84E+03,8.96,125.21,115.3
FALSE POSITIVE,FALSE POSITIVE,0,1.922861499,134.658644,0.943,3.5734,1.92E+03,5.09,884.12,103.4
FALSE POSITIVE,FALSE POSITIVE,0,0.635445336,134.184037,1.253,1.8592,2.55E+03,19,451.42,182.2
FALSE POSITIVE,FALSE POSITIVE,0,1.665784138,133.863028,1.27,1.8946,2.01E+03,97.27,11424.49,148
FALSE POSITIVE,FALSE POSITIVE,0,55.6639167,156.35017,1.298,23.546,3.41E+03,34.14,8.38,103.4
CONFIRMED,CANDIDATE,0.994,52.09081627,158.744665,0.065,8.6388,2.89E+03,7.14,29.07,243.5
FALSE POSITIVE,FALSE POSITIVE,,7.1548608,266.04847,0.9848,7.694,7.80E+02,7.41,1141.57,24.2
CANDIDATE,CANDIDATE,0.711,4.28746668,262.06245,0.374,1.5693,7.90E+02,2.29,186.31,19.4
FALSE POSITIVE,FALSE POSITIVE,0,2.002779769,261.95791,0.242,2.231,2.61E+02,1.42,696.4,22.2
CONFIRMED,CANDIDATE,1,8.18739443,260.86931,0.377,3.0472,5.18E+02,1.92,88.36,38.4
CONFIRMED,CANDIDATE,0.881,76.0498163,161.71445,0.015,7.158,4.46E+02,1.75,4.53,17.4
CONFIRMED,CANDIDATE,1,3.341799486,141.35472,0.426,2.9254,1.78E+02,1.67,798.41,48.8
FALSE POSITIVE,FALSE POSITIVE,,3.3226948,134.444,0.4722,3.568,7.87E+01,15.33,52428.3,8.6
FALSE POSITIVE,FALSE POSITIVE,0,36.97708808,133.62681,1.246,4.737,1.27E+03,38.6,31.08,59.2
FALSE POSITIVE,FALSE POSITIVE,,1.851409163,133.17995,1.1117,10.232,2.33E+02,20.42,5090.14,54.4
FALSE POSITIVE,FALSE POSITIVE,0,1.303859704,134.21201,0.674,2.8239,3.67E+01,0.98,7759.2,34.7
FALSE POSITIVE,FALSE POSITIVE,0,145.5624926,146.0588,1.274,5.4126,2.93E+03,40.15,5.33,58.1
CONFIRMED,CANDIDATE,1,3.749105745,135.10837,0.942,1.9826,1.83E+02,1.68,428.25,38
CONFIRMED,CANDIDATE,1,11.08956602,141.76142,0.02,6.2877,1.48E+02,3.51,965.62,38.9
CANDIDATE,CANDIDATE,1,7.37290344,137.60991,0.993,2.172,2.05E+02,2.67,240.11,19.1
FALSE POSITIVE,FALSE POSITIVE,0,7.24476126,139.10497,0.04,2.3145,5.80E+01,0.65,116.02,27.2
CANDIDATE,CANDIDATE,1,119.0624882,149.22223,0.968,3.1188,5.37E+03,10.4,4.26,71.6
CONFIRMED,CANDIDATE,1,8.70798309,363.05638,0.063,2.4904,1.42E+03,2.01,20.59,28.1
CANDIDATE,CANDIDATE,0,14.8623076,354.57297,0.324,3.161,8.40E+02,1.57,10.08,14.4
CONFIRMED,CANDIDATE,0.999,4.17634276,352.99674,0.142,2.335,5.32E+02,1.23,54.8,14.9
CONFIRMED,CANDIDATE,1,27.40229859,133.6284,0.022,6.8491,7.48E+02,3.63,68.46,79.3
CONFIRMED,CANDIDATE,1,3.179267286,261.841607,0.171,1.0246,2.01E+02,1.21,347.01,41
CONFIRMED,CANDIDATE,1,10.38122447,268.02421,0.319,2.715,8.02E+02,2.18,48.37,41.9
CONFIRMED,CANDIDATE,1,24.5709023,135.87209,0.945,3.587,7.64E+02,2.82,15.33,26.3
FALSE POSITIVE,FALSE POSITIVE,,81.221876,184.26164,1.01,4.1135,9.88E+03,16.59,5.2,63
FALSE POSITIVE,FALSE POSITIVE,0,0.817026268,132.835239,0.01,2.0799,1.15E+03,2.92,2386.13,121.1
CONFIRMED,CANDIDATE,1,3.024092505,132.4168573,0.424,2.8021,7.77E+03,12.14,1162.54,1225.3
FALSE POSITIVE,FALSE POSITIVE,1,5.670155713,136.201739,1.267,0.9361,5.37E+02,5.85,3.21,37.3
CONFIRMED,CANDIDATE,1,1.022678654,133.45422,0.019,1.3712,1.29E+02,1.14,2138.47,21.6
CONFIRMED,CANDIDATE,1,12.10968709,140.21258,0.924,6.3461,2.85E+02,2.98,240.8,33.4
CONFIRMED,CANDIDATE,0.758,4.75796103,137.69636,0.621,4.66,1.25E+02,1.7,835.65,20.9
CONFIRMED,CANDIDATE,1,20.4972755,147.43894,0.966,8.536,2.43E+02,2.96,119.42,22.8
FALSE POSITIVE,FALSE POSITIVE,0,13.55480534,139.81609,0.497,2.288,4.83E+01,0.62,50.41,16.5
FALSE POSITIVE,FALSE POSITIVE,0,29.74454668,172.386652,0.337,23.2842,6.69E+04,20.06,10.1,765
FALSE POSITIVE,FALSE POSITIVE,0,14.15402428,140.698466,1.1,4.47001,6.16E+04,53.25,86.13,930.3
FALSE POSITIVE,FALSE POSITIVE,0,0.844786082,134.216987,1.297,3.5289,2.47E+03,35.27,2846.03,245.6
FALSE POSITIVE,FALSE POSITIVE,0.001,0.848483947,133.585301,1.264,1.4451,1.91E+03,32.11,3117.82,185
FALSE POSITIVE,FALSE POSITIVE,0,11.99097576,143.28437,1.269,5.7401,2.12E+03,37.47,141.63,102.8
CONFIRMED,CANDIDATE,1,53.5292702,147.86464,0.346,5.668,1.09E+03,2.28,3.48,34.5
FALSE POSITIVE,FALSE POSITIVE,,0.393726813,133.310396,1.1898,2.95,5.65E+02,24.17,12661.53,64.8
CANDIDATE,CANDIDATE,1,2.757584622,133.05017,0.093,0.9267,5.63E+02,1.01,33.79,19.6
CONFIRMED,CANDIDATE,0.99,0.928310036,133.80358,0.181,1.1899,3.76E+02,1.16,365.72,22.6
CONFIRMED,CANDIDATE,1,13.48457668,136.61808,0.011,5.0197,6.54E+02,3.39,176.29,80.8
CONFIRMED,CANDIDATE,0.999,31.8841473,160.20696,0.938,6.122,9.10E+02,3.7,23.82,25.3
CANDIDATE,CANDIDATE,,16.15811112,143.00233,1.8572,6.049,2.32E+03,86.13,44.83,52.8
FALSE POSITIVE,FALSE POSITIVE,,67.69213907,138.534171,0.5581,51.349,2.55E+04,175.98,448.21,1328.2
CONFIRMED,CANDIDATE,0.999,12.06222962,138.22229,0.392,2.0584,3.00E+02,1.62,74.8,32.4
CONFIRMED,CANDIDATE,0.848,9.93146307,136.49128,0.037,5.678,3.99E+02,2.41,177.83,26.2
CONFIRMED,CANDIDATE,1,21.85362905,144.32031,0.676,3.439,3.56E+02,1.75,34.57,23
CONFIRMED,CANDIDATE,0.884,8.19345065,138.99617,0.815,5.234,1.15E+02,1.74,405.75,15.7
FALSE POSITIVE,FALSE POSITIVE,0,19.97867,137.17061,0.923,10.168,9.44E+02,6.85,788.02,86.2
CONFIRMED,CANDIDATE,1,41.8059544,142.81919,0.029,6.057,4.34E+02,2.02,19.02,28.3
FALSE POSITIVE,FALSE POSITIVE,0,15.45158184,142.21096,0.636,2.406,8.53E+01,2.02,643.83,21
FALSE POSITIVE,FALSE POSITIVE,0,89.69816853,176.3060152,0.684,5.5418,2.73E+05,102.08,22.33,3420.3
FALSE POSITIVE,FALSE POSITIVE,0.557,1.187352427,133.465454,1.222,4.999,2.07E+04,67.35,6067.3,717.4
FALSE POSITIVE,FALSE POSITIVE,0,3.012476582,135.259271,1.261,3.1424,1.14E+03,65.25,7471.65,253.4
CONFIRMED,CANDIDATE,1,4.77800306,124.061465,0.02,2.7361,4.73E+02,1.85,177.79,115.4
FALSE POSITIVE,FALSE POSITIVE,0,7.814839231,357.519981,0.945,3.0122,2.01E+03,5.33,156.74,100
FALSE POSITIVE,FALSE POSITIVE,0,29.7452499,157.38519,0.941,22.695,7.79E+02,3.6,22.74,55.9
CONFIRMED,CANDIDATE,1,5.32667299,357.12617,0.043,3.4045,6.11E+02,2.26,242.97,34.1
FALSE POSITIVE,FALSE POSITIVE,0,0.741057213,131.947273,1.26,1.05299,2.00E+03,26.67,2128.29,251.9
FALSE POSITIVE,FALSE POSITIVE,0,2.988085455,133.27252,1.216,3.68,8.03E+02,21.81,348.05,48.2
FALSE POSITIVE,FALSE POSITIVE,0,2.783883492,133.227846,1.255,2.4546,9.04E+02,67.17,3304.55,86.1
FALSE POSITIVE,FALSE POSITIVE,0,0.393727296,178.587454,1.228,3.02,9.04E+02,23.05,5746.51,82.4
CANDIDATE,CANDIDATE,1,8.17242644,361.20157,0.926,3.902,8.64E+02,3.29,127.95,37
CANDIDATE,CANDIDATE,,1295.362215,176.10646,1.3935,28.297,8.71E+03,57.82,0.19,164
CONFIRMED,CANDIDATE,1,13.0607936,137.63148,0.718,3.215,2.37E+02,1.45,68.66,19.4
CANDIDATE,CANDIDATE,0.99,4.2989201,132.86187,0.972,2.747,2.38E+02,2.12,283.62,20
FALSE POSITIVE,FALSE POSITIVE,0,25.9518461,154.88212,1.22,14.581,1.06E+03,22.32,17.37,65.8
FALSE POSITIVE,FALSE POSITIVE,0,25.9518536,154.88278,1.25,14.755,2.02E+03,24.6,14.09,79.4
FALSE POSITIVE,FALSE POSITIVE,,5.68628739,135.89269,0.8548,17.573,5.56E+03,4.5,297.81,414.4
FALSE POSITIVE,FALSE POSITIVE,0,15.66388695,147.395712,0.985,2.4775,5.14E+03,27.36,298.77,175.9
FALSE POSITIVE,FALSE POSITIVE,0.008,4.020628573,133.638478,0.827,4.4085,2.09E+04,16.94,543.92,282.6
CANDIDATE,CANDIDATE,1,5.714817603,355.00831,0.096,3.14126,1.23E+04,9.29,187.27,537.7
FALSE POSITIVE,FALSE POSITIVE,0,185.0228822,273.185533,1.004,4.87326,4.35E+04,49.82,4.89,938.2
FALSE POSITIVE,FALSE POSITIVE,0,2.897432135,450.75739,0.967,3.1793,1.22E+03,14.35,5240,73.9
CONFIRMED,CANDIDATE,1,8.70420525,357.55941,0.5,2.9385,1.07E+03,2.86,74.13,74
CONFIRMED,CANDIDATE,1,8.1280933,358.68367,0.357,3.727,2.24E+02,1.39,138.51,10.7
